Epoch , PRN , SvX , SvY , SvZ, PrM, PrSigmaM , GTx , GTy, GTz
868 , 6 , 8246520.779132 , -12363513.991081 , 22066902.509907 , 22730435.121180, 1.798755, -2703322.616237, -4283966.796395, 3862563.428312
868 , 12 , -10626519.489915 , -17267927.010462 , 17005235.562975 , 20104119.148716, 1.199170, -2703322.616237, -4283966.796395, 3862563.428312
868 , 19 , 17254637.355518 , -16514533.543068 , 11298022.818002 , 24562116.996848, 3.297717, -2703322.616237, -4283966.796395, 3862563.428312
868 , 24 , -21357038.772527 , -15010505.052272 , -6055961.168586 , 23695967.034477, 9.293566, -2703322.616237, -4283966.796395, 3862563.428312
868 , 25 , -14618307.330821 , -6751139.083646 , 20929317.158605 , 20962268.696924, 2.398340, -2703322.616237, -4283966.796395, 3862563.428312
868 , 29 , -22582246.128669 , 1286176.439890 , 13896307.804916 , 22955855.889503, 3.297717, -2703322.616237, -4283966.796395, 3862563.428312
868 , 31 , -7527036.270577 , 13267449.874004 , 21696213.403159 , 25484642.259533, 2.997925, -2703322.616237, -4283966.796395, 3862563.428312
869 , 2 , -3617010.486913 , -17416186.893857 , 20381843.185956 , 21125020.499168, 1.199170, -2703331.573087, -4283946.718735, 3862579.271263
869 , 5 , -1901766.519494 , -26376720.270093 , -701218.720955 , 22575600.948490, 2.698132, -2703331.573087, -4283946.718735, 3862579.271263
869 , 6 , 8248958.025075 , -12362170.050873 , 22066748.525241 , 22731008.165487, 2.098547, -2703331.573087, -4283946.718735, 3862579.271263
869 , 12 , -10626273.333342 , -17270112.436154 , 17003213.681392 , 20104112.690478, 1.199170, -2703331.573087, -4283946.718735, 3862579.271263
869 , 19 , 17256055.963418 , -16514991.671010 , 11295257.723855 , 24562678.050394, 3.297717, -2703331.573087, -4283946.718735, 3862579.271263
869 , 24 , -21356238.373786 , -15010469.190385 , -6058933.758130 , 23696538.282681, 13.790453, -2703331.573087, -4283946.718735, 3862579.271263
869 , 25 , -14618300.956241 , -6753846.354029 , 20928483.913894 , 20961893.797469, 2.398340, -2703331.573087, -4283946.718735, 3862579.271263
869 , 29 , -22580748.097335 , 1285226.575801 , 13898819.505505 , 22955401.851184, 3.297717, -2703331.573087, -4283946.718735, 3862579.271263
869 , 31 , -7529436.895891 , 13266074.562531 , 21696266.043150 , 25484157.992021, 3.297717, -2703331.573087, -4283946.718735, 3862579.271263
870 , 2 , -3614749.052130 , -17415247.105269 , 20383081.352095 , 21125305.443418, 1.199170, -2703340.583906, -4283926.632335, 3862595.168245
870 , 5 , -1901444.635970 , -26376810.803355 , -698050.997799 , 22575089.047453, 2.698132, -2703340.583906, -4283926.632335, 3862595.168245
870 , 6 , 8251395.336339 , -12360826.270231 , 22066594.073503 , 22731579.709048, 1.798755, -2703340.583906, -4283926.632335, 3862595.168245
870 , 12 , -10626027.323409 , -17272297.618174 , 17001191.434035 , 20104103.824105, 1.199170, -2703340.583906, -4283926.632335, 3862595.168245
870 , 19 , 17257474.223481 , -16515449.736690 , 11292492.385457 , 24563227.098105, 3.297717, -2703340.583906, -4283926.632335, 3862595.168245
870 , 24 , -21355437.641248 , -15010433.213936 , -6061906.221695 , 23697154.203480, 10.492736, -2703340.583906, -4283926.632335, 3862595.168245
870 , 25 , -14618294.737817 , -6756553.515201 , 20927650.216124 , 20961509.911146, 2.098547, -2703340.583906, -4283926.632335, 3862595.168245
870 , 29 , -22579249.843553 , 1284276.472700 , 13901330.909852 , 22954954.409054, 2.997925, -2703340.583906, -4283926.632335, 3862595.168245
870 , 31 , -7531837.600949 , 13264699.388350 , 21696318.219587 , 25483677.039514, 4.197094, -2703340.583906, -4283926.632335, 3862595.168245
871 , 2 , -3612487.426790 , -17414307.388535 , 20384319.107835 , 21125591.818593, 1.199170, -2703349.494371, -4283906.461346, 3862611.129457
871 , 5 , -1901122.734736 , -26376900.955885 , -694883.259469 , 22574564.198343, 2.398340, -2703349.494371, -4283906.461346, 3862611.129457
871 , 6 , 8253832.712812 , -12359482.649216 , 22066439.154696 , 22732151.200281, 1.798755, -2703349.494371, -4283906.461346, 3862611.129457
871 , 12 , -10625781.460148 , -17274482.556420 , 16999168.820959 , 20104094.626183, 1.199170, -2703349.494371, -4283906.461346, 3862611.129457
871 , 19 , 17258892.135471 , -16515907.740157 , 11289726.803052 , 24563784.504514, 2.698132, -2703349.494371, -4283906.461346, 3862611.129457
871 , 24 , -21354636.574632 , -15010397.123170 , -6064878.559729 , 23697764.069017, 9.293566, -2703349.494371, -4283906.461346, 3862611.129457
871 , 25 , -14618288.675576 , -6759260.566908 , 20926816.065345 , 20961128.956467, 2.098547, -2703349.494371, -4283906.461346, 3862611.129457
871 , 29 , -22577751.367338 , 1283326.130572 , 13903842.017972 , 22954505.989712, 2.997925, -2703349.494371, -4283906.461346, 3862611.129457
871 , 31 , -7534238.385778 , 13263324.351445 , 21696369.932473 , 25483188.828055, 3.297717, -2703349.494371, -4283906.461346, 3862611.129457
872 , 2 , -3610225.610856 , -17413367.743707 , 20385556.453159 , 21125877.583003, 1.199170, -2703358.443238, -4283886.278484, 3862627.109706
872 , 5 , -1900800.815834 , -26376990.727672 , -691715.506293 , 22574050.709338, 2.698132, -2703358.443238, -4283886.278484, 3862627.109706
872 , 6 , 8256270.154483 , -12358139.187828 , 22066283.768825 , 22732721.749180, 1.798755, -2703358.443238, -4283886.278484, 3862627.109706
872 , 12 , -10625535.743484 , -17276667.250836 , 16997145.842233 , 20104088.377343, 1.199170, -2703358.443238, -4283886.278484, 3862627.109706
872 , 19 , 17260309.699514 , -16516365.681267 , 11286960.976612 , 24564340.357807, 2.997925, -2703358.443238, -4283886.278484, 3862627.109706
872 , 24 , -21353835.173874 , -15010360.918216 , -6067850.772182 , 23698366.396096, 9.293566, -2703358.443238, -4283886.278484, 3862627.109706
872 , 25 , -14618282.769482 , -6761967.509108 , 20925981.461583 , 20960752.783139, 2.098547, -2703358.443238, -4283886.278484, 3862627.109706
872 , 29 , -22576252.668754 , 1282375.549318 , 13906352.829812 , 22954056.052198, 2.997925, -2703358.443238, -4283886.278484, 3862627.109706
872 , 31 , -7536639.250174 , 13261949.451937 , 21696421.181806 , 25482710.178545, 3.897302, -2703358.443238, -4283886.278484, 3862627.109706
873 , 2 , -3607963.604435 , -17412428.170830 , 20386793.388030 , 21126165.773000, 1.199170, -2703367.485909, -4283866.190594, 3862643.018460
873 , 5 , -1900478.879129 , -26377080.118725 , -688547.738165 , 22573531.863108, 2.698132, -2703367.485909, -4283866.190594, 3862643.018460
873 , 6 , 8258707.661238 , -12356795.886128 , 22066127.915893 , 22733294.147822, 1.798755, -2703367.485909, -4283866.190594, 3862643.018460
873 , 12 , -10625290.173392 , -17278851.701393 , 16995122.497872 , 20104080.680139, 1.199170, -2703367.485909, -4283866.190594, 3862643.018460
873 , 19 , 17261726.915500 , -16516823.560014 , 11284194.906277 , 24564903.156332, 2.698132, -2703367.485909, -4283866.190594, 3862643.018460
873 , 24 , -21353033.439103 , -15010324.599005 , -6070822.858820 , 23698978.355663, 13.790453, -2703367.485909, -4283866.190594, 3862643.018460
873 , 25 , -14618277.019517 , -6764674.341806 , 20925146.404836 , 20960373.625830, 2.398340, -2703367.485909, -4283866.190594, 3862643.018460
873 , 29 , -22574753.747882 , 1281424.729002 , 13908863.345271 , 22953610.058432, 2.997925, -2703367.485909, -4283866.190594, 3862643.018460
873 , 31 , -7539040.194180 , 13260574.689801 , 21696471.967587 , 25482230.063394, 5.696057, -2703367.485909, -4283866.190594, 3862643.018460
874 , 2 , -3605701.407544 , -17411488.669934 , 20388029.912440 , 21126453.003230, 1.199170, -2703376.396194, -4283846.186307, 3862658.828427
874 , 5 , -1900156.924667 , -26377169.129035 , -685379.955251 , 22573017.449233, 2.698132, -2703376.396194, -4283846.186307, 3862658.828427
874 , 6 , 8261145.233013 , -12355452.744150 , 22065971.595904 , 22733867.977365, 1.798755, -2703376.396194, -4283846.186307, 3862658.828427
874 , 12 , -10625044.749866 , -17281035.908007 , 16993098.787934 , 20104073.803092, 1.199170, -2703376.396194, -4283846.186307, 3862658.828427
874 , 19 , 17263143.783563 , -16517281.376305 , 11281428.591934 , 24565454.507456, 2.997925, -2703376.396194, -4283846.186307, 3862658.828427
874 , 24 , -21352231.370209 , -15010288.165663 , -6073794.819773 , 23699581.276031, 10.492736, -2703376.396194, -4283846.186307, 3862658.828427
874 , 25 , -14618271.425681 , -6767381.064866 , 20924310.895137 , 20959996.527642, 2.098547, -2703376.396194, -4283846.186307, 3862658.828427
874 , 29 , -22573254.604758 , 1280473.669589 , 13911373.564336 , 22953163.698210, 2.997925, -2703376.396194, -4283846.186307, 3862658.828427
874 , 31 , -7541441.217749 , 13259200.065066 , 21696522.289820 , 25481746.893929, 7.195019, -2703376.396194, -4283846.186307, 3862658.828427
875 , 2 , -3603439.020242 , -17410549.241067 , 20389266.026358 , 21126741.018722, 1.199170, -2703385.337201, -4283826.205741, 3862674.656405
875 , 5 , -1899834.952344 , -26377257.758607 , -682212.157560 , 22572501.726594, 2.698132, -2703385.337201, -4283826.205741, 3862674.656405
875 , 6 , 8263582.869741 , -12354109.761928 , 22065814.808861 , 22734444.075445, 1.798755, -2703385.337201, -4283826.205741, 3862674.656405
875 , 12 , -10624799.472865 , -17283219.870636 , 16991074.712458 , 20104066.821345, 1.199170, -2703385.337201, -4283826.205741, 3862674.656405
875 , 19 , 17264560.303563 , -16517739.130119 , 11278662.033785 , 24566009.627863, 3.297717, -2703385.337201, -4283826.205741, 3862674.656405
875 , 24 , -21351428.967328 , -15010251.618130 , -6076766.654749 , 23700198.156568, 7.195019, -2703385.337201, -4283826.205741, 3862674.656405
875 , 25 , -14618265.987954 , -6770087.678253 , 20923474.932499 , 20959619.307304, 2.398340, -2703385.337201, -4283826.205741, 3862674.656405
875 , 29 , -22571755.239399 , 1279522.370974 , 13913883.487029 , 22952707.932320, 3.297717, -2703385.337201, -4283826.205741, 3862674.656405
876 , 2 , -3601176.442465 , -17409609.884264 , 20390501.729787 , 21127022.856834, 1.199170, -2703394.386845, -4283806.076661, 3862690.523007
876 , 5 , -1899512.962057 , -26377346.007446 , -679044.345154 , 22571983.421317, 2.398340, -2703394.386845, -4283806.076661, 3862690.523007
876 , 6 , 8266020.571516 , -12352766.939399 , 22065657.554763 , 22735009.825534, 1.798755, -2703394.386845, -4283806.076661, 3862690.523007
876 , 12 , -10624554.342323 , -17285403.589250 , 16989050.271484 , 20104058.461030, 1.199170, -2703394.386845, -4283806.076661, 3862690.523007
876 , 19 , 17265976.475498 , -16518196.821373 , 11275895.231913 , 24566570.262471, 2.997925, -2703394.386845, -4283806.076661, 3862690.523007
876 , 24 , -21350626.230339 , -15010214.956568 , -6079738.363831 , 23700813.972656, 6.295642, -2703394.386845, -4283806.076661, 3862690.523007
876 , 25 , -14618260.706302 , -6772794.181961 , 20922638.516934 , 20959238.596923, 2.398340, -2703394.386845, -4283806.076661, 3862690.523007
876 , 29 , -22570255.651964 , 1278570.833282 , 13916393.113120 , 22952263.072826, 2.997925, -2703394.386845, -4283806.076661, 3862690.523007
877 , 2 , -3598913.674442 , -17408670.599584 , 20391737.022656 , 21127310.872332, 1.498962, -2703403.336774, -4283785.882783, 3862706.612231
877 , 5 , -1899190.953857 , -26377433.875543 , -675876.518141 , 22571467.384568, 2.997925, -2703403.336774, -4283785.882783, 3862706.612231
877 , 6 , 8268458.338043 , -12351424.276733 , 22065499.833622 , 22735584.126256, 2.098547, -2703403.336774, -4283785.882783, 3862706.612231
877 , 12 , -10624309.358258 , -17287587.063760 , 16987025.465059 , 20104049.978567, 1.199170, -2703403.336774, -4283785.882783, 3862706.612231
877 , 19 , 17267392.299411 , -16518654.450027 , 11273128.186269 , 24567125.679562, 3.297717, -2703403.336774, -4283785.882783, 3862706.612231
877 , 24 , -21349823.159244 , -15010178.180997 , -6082709.947011 , 23701424.256979, 8.094396, -2703403.336774, -4283785.882783, 3862706.612231
877 , 25 , -14618255.580749 , -6775500.575747 , 20921801.648492 , 20958866.175398, 2.698132, -2703403.336774, -4283785.882783, 3862706.612231
877 , 29 , -22568755.842411 , 1277619.056377 , 13918902.442728 , 22951809.400954, 3.297717, -2703403.336774, -4283785.882783, 3862706.612231
878 , 2 , -3596650.716114 , -17407731.387058 , 20392971.904968 , 21127597.369651, 1.199170, -2703412.199878, -4283765.537134, 3862722.781012
878 , 5 , -1898868.927659 , -26377521.362901 , -672708.676583 , 22570952.237784, 2.398340, -2703412.199878, -4283765.537134, 3862722.781012
878 , 6 , 8270896.169390 , -12350081.773885 , 22065341.645435 , 22736155.722167, 1.798755, -2703412.199878, -4283765.537134, 3862722.781012
878 , 12 , -10624064.520621 , -17289770.294121 , 16985000.293229 , 20104040.885343, 1.199170, -2703412.199878, -4283765.537134, 3862722.781012
878 , 19 , 17268807.775243 , -16519112.016023 , 11270360.896985 , 24567682.579828, 2.698132, -2703412.199878, -4283765.537134, 3862722.781012
878 , 24 , -21349019.753908 , -15010141.291581 , -6085681.404405 , 23702010.233190, 8.094396, -2703412.199878, -4283765.537134, 3862722.781012
878 , 25 , -14618250.611246 , -6778206.859748 , 20920964.327151 , 20958486.529478, 2.398340, -2703412.199878, -4283765.537134, 3862722.781012
878 , 29 , -22567255.810868 , 1276667.040340 , 13921411.475680 , 22951360.493002, 2.997925, -2703412.199878, -4283765.537134, 3862722.781012
878 , 31 , -7551046.106160 , 13253702.941030 , 21696718.943264 , 25479820.427248, 7.195019, -2703412.199878, -4283765.537134, 3862722.781012
879 , 2 , -3594387.567501 , -17406792.246725 , 20394206.376709 , 21127880.865535, 1.199170, -2703421.097789, -4283745.109040, 3862739.016222
879 , 5 , -1898546.883386 , -26377608.469523 , -669540.820518 , 22570435.293623, 2.698132, -2703421.097789, -4283745.109040, 3862739.016222
879 , 6 , 8273334.065504 , -12348739.430878 , 22065182.990206 , 22736724.334094, 2.098547, -2703421.097789, -4283745.109040, 3862739.016222
879 , 12 , -10623819.829389 , -17291953.280255 , 16982974.756055 , 20104033.868695, 1.199170, -2703421.097789, -4283745.109040, 3862739.016222
879 , 19 , 17270222.903051 , -16519569.519282 , 11267593.364051 , 24568233.791318, 2.997925, -2703421.097789, -4283745.109040, 3862739.016222
879 , 24 , -21348216.014679 , -15010104.288093 , -6088652.735402 , 23702627.707038, 9.293566, -2703421.097789, -4283745.109040, 3862739.016222
879 , 25 , -14618245.797785 , -6780913.033842 , 20920126.552944 , 20958104.492880, 2.398340, -2703421.097789, -4283745.109040, 3862739.016222
879 , 29 , -22565755.557372 , 1275714.785114 , 13923920.211960 , 22950912.195810, 2.698132, -2703421.097789, -4283745.109040, 3862739.016222
879 , 31 , -7553447.526544 , 13252329.003899 , 21696766.947758 , 25479336.506734, 7.195019, -2703421.097789, -4283745.109040, 3862739.016222
880 , 2 , -3592124.228728 , -17405853.178643 , 20395440.437828 , 21128168.252823, 1.199170, -2703430.081356, -4283724.652845, 3862755.337595
880 , 5 , -1898224.820987 , -26377695.195409 , -666372.950009 , 22569916.552089, 2.698132, -2703430.081356, -4283724.652845, 3862755.337595
880 , 6 , 8275772.026266 , -12347397.247779 , 22065023.867942 , 22737295.319271, 1.798755, -2703430.081356, -4283724.652845, 3862755.337595
880 , 12 , -10623575.284524 , -17294136.022126 , 16980948.853569 , 20104027.166154, 1.199170, -2703430.081356, -4283724.652845, 3862755.337595
880 , 19 , 17271637.682743 , -16520026.959771 , 11264825.587609 , 24568788.300970, 3.597509, -2703430.081356, -4283724.652845, 3862755.337595
880 , 24 , -21347411.941265 , -15010067.170810 , -6091623.940390 , 23703231.674393, 9.293566, -2703430.081356, -4283724.652845, 3862755.337595
880 , 25 , -14618241.140359 , -6783619.097905 , 20919288.325903 , 20957724.846965, 2.698132, -2703430.081356, -4283724.652845, 3862755.337595
880 , 29 , -22564255.081988 , 1274762.290691 , 13926428.651503 , 22950466.010090, 3.597509, -2703430.081356, -4283724.652845, 3862755.337595
880 , 31 , -7555849.026071 , 13250955.204420 , 21696814.488708 , 25478856.791806, 3.597509, -2703430.081356, -4283724.652845, 3862755.337595
881 , 2 , -3589860.699770 , -17404914.182849 , 20396674.088316 , 21128455.151501, 4.197094, -2703439.037608, -4283704.037309, 3862771.672642
881 , 5 , -1897902.740469 , -26377781.540553 , -663205.065256 , 22569407.809536, 3.897302, -2703439.037608, -4283704.037309, 3862771.672642
881 , 6 , 8278210.051633 , -12346055.224604 , 22064864.278646 , 22737867.927303, 5.696057, -2703439.037608, -4283704.037309, 3862771.672642
881 , 12 , -10623330.885950 , -17296318.519734 , 16978922.585786 , 20104016.083605, 4.197094, -2703439.037608, -4283704.037309, 3862771.672642
881 , 19 , 17273052.114327 , -16520484.337412 , 11262057.567721 , 24569345.899274, 5.696057, -2703439.037608, -4283704.037309, 3862771.672642
881 , 24 , -21346607.533932 , -15010029.939579 , -6094595.018855 , 23703867.226660, 15.889000, -2703439.037608, -4283704.037309, 3862771.672642
881 , 25 , -14618236.638982 , -6786325.051607 , 20918449.646109 , 20957369.596449, 10.492736, -2703439.037608, -4283704.037309, 3862771.672642
881 , 29 , -22562754.384783 , 1273809.557038 , 13928936.794244 , 22950022.913054, 10.492736, -2703439.037608, -4283704.037309, 3862771.672642
881 , 31 , -7558250.604828 , 13249581.542544 , 21696861.566114 , 25478369.694797, 2.698132, -2703439.037608, -4283704.037309, 3862771.672642
882 , 2 , -3587596.980733 , -17403975.259379 , 20397907.328146 , 21128742.556243, 1.498962, -2703448.109241, -4283683.412616, 3862788.134425
882 , 5 , -1897580.641710 , -26377867.504963 , -660037.166111 , 22568888.753885, 3.897302, -2703448.109241, -4283683.412616, 3862788.134425
882 , 6 , 8280648.141466 , -12344713.361434 , 22064704.222322 , 22738445.805325, 2.398340, -2703448.109241, -4283683.412616, 3862788.134425
882 , 12 , -10623086.633751 , -17298500.772868 , 16976895.952836 , 20104013.272465, 1.498962, -2703448.109241, -4283683.412616, 3862788.134425
882 , 24 , -21345802.792047 , -15009992.594927 , -6097565.971795 , 23704427.742951, 9.293566, -2703448.109241, -4283683.412616, 3862788.134425
882 , 29 , -22561253.465713 , 1272856.584025 , 13931444.640305 , 22949562.016808, 3.297717, -2703448.109241, -4283683.412616, 3862788.134425
882 , 31 , -7560652.262546 , 13248208.018428 , 21696908.179976 , 25477890.294142, 2.997925, -2703448.109241, -4283683.412616, 3862788.134425
883 , 2 , -3585333.071631 , -17403036.408286 , 20399140.157290 , 21129031.880487, 1.199170, -2703457.209540, -4283662.731093, 3862804.687946
883 , 5 , -1897258.524686 , -26377953.088637 , -656869.252782 , 22568372.856737, 2.698132, -2703457.209540, -4283662.731093, 3862804.687946
883 , 6 , 8283086.295863 , -12343371.658202 , 22064543.698970 , 22739017.854904, 2.098547, -2703457.209540, -4283662.731093, 3862804.687946
883 , 12 , -10622842.527794 , -17300682.781613 , 16974868.954687 , 20104007.616928, 1.199170, -2703457.209540, -4283662.731093, 3862804.687946
883 , 19 , 17275879.933064 , -16521398.904014 , 11256520.797798 , 24570464.952216, 4.197094, -2703457.209540, -4283662.731093, 3862804.687946
883 , 24 , -21344997.716365 , -15009955.136320 , -6100536.797896 , 23705039.650223, 10.492736, -2703457.209540, -4283662.731093, 3862804.687946
883 , 25 , -14618228.104126 , -6791736.629323 , 20916770.927955 , 20956593.360453, 2.698132, -2703457.209540, -4283662.731093, 3862804.687946
883 , 29 , -22559752.324993 , 1271903.371857 , 13933952.189359 , 22949116.267352, 3.597509, -2703457.209540, -4283662.731093, 3862804.687946
883 , 31 , -7563053.999311 , 13246834.632022 , 21696954.330296 , 25477409.216665, 2.698132, -2703457.209540, -4283662.731093, 3862804.687946
884 , 2 , -3583068.972480 , -17402097.629608 , 20400372.575735 , 21129320.576538, 1.199170, -2703466.283404, -4283641.904054, 3862821.239292
884 , 5 , -1896936.389359 , -26378038.291572 , -653701.325348 , 22567861.095292, 2.698132, -2703466.283404, -4283641.904054, 3862821.239292
884 , 6 , 8285524.514654 , -12342030.115002 , 22064382.708596 , 22739593.429475, 1.798755, -2703466.283404, -4283641.904054, 3862821.239292
884 , 12 , -10622598.568076 , -17302864.545859 , 16972841.591420 , 20104004.299728, 1.199170, -2703466.283404, -4283641.904054, 3862821.239292
884 , 19 , 17277293.320247 , -16521856.092813 , 11253752.047873 , 24571025.237839, 3.297717, -2703466.283404, -4283641.904054, 3862821.239292
884 , 24 , -21344192.306675 , -15009917.563973 , -6103507.497424 , 23705669.792916, 9.293566, -2703466.283404, -4283641.904054, 3862821.239292
884 , 25 , -14618224.070670 , -6794442.252702 , 20915930.889754 , 20956215.302504, 2.398340, -2703466.283404, -4283641.904054, 3862821.239292
884 , 29 , -22558250.962595 , 1270949.920358 , 13936459.441507 , 22948666.853339, 3.297717, -2703466.283404, -4283641.904054, 3862821.239292
884 , 31 , -7565455.815037 , 13245461.383379 , 21697000.017075 , 25476928.698013, 3.597509, -2703466.283404, -4283641.904054, 3862821.239292
885 , 2 , -3580804.683396 , -17401158.923379 , 20401604.583449 , 21129610.267252, 1.199170, -2703475.434871, -4283621.068740, 3862837.811287
885 , 5 , -1896614.235705 , -26378123.113768 , -650533.383804 , 22567346.454550, 2.398340, -2703475.434871, -4283621.068740, 3862837.811287
885 , 6 , 8287962.797827 , -12340688.731841 , 22064221.251202 , 22740164.938147, 1.798755, -2703475.434871, -4283621.068740, 3862837.811287
885 , 12 , -10622354.754593 , -17305046.065568 , 16970813.863045 , 20103998.399896, 1.199170, -2703475.434871, -4283621.068740, 3862837.811287
885 , 19 , 17278706.359307 , -16522313.218568 , 11250983.054645 , 24571578.159438, 3.297717, -2703475.434871, -4283621.068740, 3862837.811287
885 , 24 , -21343386.562701 , -15009879.878126 , -6106478.070818 , 23706267.984250, 7.195019, -2703475.434871, -4283621.068740, 3862837.811287
885 , 25 , -14618220.193193 , -6797147.765659 , 20915090.398822 , 20955841.572213, 2.398340, -2703475.434871, -4283621.068740, 3862837.811287
885 , 29 , -22556749.378578 , 1269996.229589 , 13938966.396689 , 22948214.874152, 3.297717, -2703475.434871, -4283621.068740, 3862837.811287
885 , 31 , -7567857.709744 , 13244088.272488 , 21697045.240315 , 25476438.389949, 4.197094, -2703475.434871, -4283621.068740, 3862837.811287
886 , 2 , -3578540.204287 , -17400220.289651 , 20402836.180427 , 21129896.537721, 1.199170, -2703484.568657, -4283600.253073, 3862854.406571
886 , 5 , -1896292.063572 , -26378207.555233 , -647365.428257 , 22566832.564175, 2.398340, -2703484.568657, -4283600.253073, 3862854.406571
886 , 6 , 8290401.145303 , -12339347.508752 , 22064059.326793 , 22740738.994546, 1.798755, -2703484.568657, -4283600.253073, 3862854.406571
886 , 12 , -10622111.087250 , -17307227.340693 , 16968785.769638 , 20103994.175283, 1.199170, -2703484.568657, -4283600.253073, 3862854.406571
886 , 19 , 17280119.050162 , -16522770.281181 , 11248213.818337 , 24572140.818263, 2.997925, -2703484.568657, -4283600.253073, 3862854.406571
886 , 24 , -21342580.484715 , -15009842.078656 , -6109448.517465 , 23706889.419293, 7.195019, -2703484.568657, -4283600.253073, 3862854.406571
886 , 25 , -14618216.471637 , -6799853.168269 , 20914249.455164 , 20955466.498253, 2.398340, -2703484.568657, -4283600.253073, 3862854.406571
886 , 29 , -22555247.573034 , 1269042.299468 , 13941473.054803 , 22947765.739352, 3.297717, -2703484.568657, -4283600.253073, 3862854.406571
886 , 31 , -7570259.683149 , 13242715.299512 , 21697090.000014 , 25475963.856685, 5.096472, -2703484.568657, -4283600.253073, 3862854.406571
887 , 2 , -3576275.535383 , -17399281.728468 , 20404067.366611 , 21130187.868756, 1.199170, -2703493.664766, -4283579.497701, 3862871.010692
887 , 5 , -1895969.873030 , -26378291.615959 , -644197.458761 , 22566318.063038, 2.698132, -2703493.664766, -4283579.497701, 3862871.010692
887 , 6 , 8292839.556977 , -12338006.445797 , 22063896.935374 , 22741314.220111, 2.098547, -2703493.664766, -4283579.497701, 3862871.010692
887 , 12 , -10621867.566101 , -17309408.371133 , 16966757.311239 , 20103991.102386, 1.199170, -2703493.664766, -4283579.497701, 3862871.010692
887 , 19 , 17281531.392860 , -16523227.280638 , 11245444.338858 , 24572697.160106, 3.897302, -2703493.664766, -4283579.497701, 3862871.010692
887 , 24 , -21341774.072482 , -15009804.165750 , -6112418.837787 , 23707485.621297, 9.293566, -2703493.664766, -4283579.497701, 3862871.010692
887 , 25 , -14618212.906011 , -6802558.460461 , 20913408.058785 , 20955084.793209, 2.698132, -2703493.664766, -4283579.497701, 3862871.010692
887 , 29 , -22553745.545997 , 1268088.130060 , 13943979.415825 , 22947315.993781, 3.597509, -2703493.664766, -4283579.497701, 3862871.010692
887 , 31 , -7572661.735365 , 13241342.464389 , 21697134.296174 , 25475484.175031, 4.197094, -2703493.664766, -4283579.497701, 3862871.010692
888 , 2 , -3574010.676543 , -17398343.239865 , 20405298.142016 , 21130474.802330, 1.199170, -2703502.741327, -4283558.755153, 3862887.564811
888 , 5 , -1895647.663920 , -26378375.295952 , -641029.475386 , 22565803.352499, 2.398340, -2703502.741327, -4283558.755153, 3862887.564811
888 , 6 , 8295278.032858 , -12336665.542961 , 22063734.076946 , 22741888.957056, 1.798755, -2703502.741327, -4283558.755153, 3862887.564811
888 , 12 , -10621624.191029 , -17311589.156899 , 16964728.487878 , 20103986.930123, 1.199170, -2703502.741327, -4283558.755153, 3862887.564811
888 , 19 , 17282943.387332 , -16523684.216849 , 11242674.616401 , 24573261.406842, 3.297717, -2703502.741327, -4283558.755153, 3862887.564811
888 , 24 , -21340967.326113 , -15009766.139404 , -6115389.031442 , 23708084.946922, 8.094396, -2703502.741327, -4283558.755153, 3862887.564811
888 , 25 , -14618209.496297 , -6805263.642047 , 20912566.209745 , 20954710.993113, 2.398340, -2703502.741327, -4283558.755153, 3862887.564811
888 , 29 , -22552243.297553 , 1267133.721293 , 13946485.479666 , 22946870.226875, 3.297717, -2703502.741327, -4283558.755153, 3862887.564811
888 , 31 , -7575063.866264 , 13239969.767193 , 21697178.128797 , 25475010.601037, 4.796679, -2703502.741327, -4283558.755153, 3862887.564811
889 , 2 , -3571745.627897 , -17397404.823885 , 20406528.506603 , 21130761.020449, 1.199170, -2703511.796623, -4283538.093103, 3862904.110529
889 , 5 , -1895325.436280 , -26378458.595207 , -637861.478239 , 22565291.817902, 2.698132, -2703511.796623, -4283538.093103, 3862904.110529
889 , 6 , 8297716.572892 , -12335324.800273 , 22063570.751511 , 22742459.680459, 2.098547, -2703511.796623, -4283538.093103, 3862904.110529
889 , 12 , -10621380.962053 , -17313769.697893 , 16962699.299610 , 20103983.246467, 1.199170, -2703511.796623, -4283538.093103, 3862904.110529
889 , 19 , 17284355.033700 , -16524141.089743 , 11239904.650846 , 24573813.822365, 3.297717, -2703511.796623, -4283538.093103, 3862904.110529
889 , 24 , -21340160.245778 , -15009727.999510 , -6118359.098155 , 23708708.720278, 9.293566, -2703511.796623, -4283538.093103, 3862904.110529
889 , 25 , -14618206.242481 , -6807968.713026 , 20911723.908041 , 20954337.070863, 2.398340, -2703511.796623, -4283538.093103, 3862904.110529
889 , 29 , -22550740.827751 , 1266179.073189 , 13948991.246282 , 22946426.745929, 2.997925, -2703511.796623, -4283538.093103, 3862904.110529
889 , 31 , -7577466.075929 , 13238597.207878 , 21697221.497884 , 25474527.603273, 5.696057, -2703511.796623, -4283538.093103, 3862904.110529
890 , 2 , -3569480.389578 , -17396466.480578 , 20407758.460326 , 21131052.072285, 1.199170, -2703520.828599, -4283517.419953, 3862920.536693
890 , 5 , -1895003.190033 , -26378541.513727 , -634693.467297 , 22564774.926086, 2.698132, -2703520.828599, -4283517.419953, 3862920.536693
890 , 6 , 8300155.176912 , -12333984.217825 , 22063406.959077 , 22743034.330186, 2.098547, -2703520.828599, -4283517.419953, 3862920.536693
